unique_id,Level 1,Level 2,Level 1.5,alternative_names
436,Certifications,HPE Certified Specialist,Other HPE Certifications,"HPE Specialist, HPE Certification, Certified HPE Specialist, Hewlett Packard Enterprise Certified Specialist, HPE Expert, HPE Certified Professional, HPE Technical Specialist, HP Enterprise Certified Specialist, HPE Accredited Specialist, HP Certified Expert, , "
437,Certifications,Advanced Information Security (AIS),OTHER CERTIFICATIONS,"AIS, Advanced InfoSec, Information Security Advanced, AIS Certified, Advanced Security Professional (ASP), AIS Expert, Advanced Cybersecurity Specialist, AIS Practitioner, Advanced IT Security Certification, AIS Accredited, , AIS"
438,Certifications,Aruba Certified ClearPass Expert (ACCX),OTHER CERTIFICATIONS,"ACCX, ClearPass Expert, Aruba ACCX, Certified ClearPass Expert, Aruba Certified Expert in ClearPass, ACCX Certification, Aruba ClearPass Specialist, Aruba Network Expert in ClearPass (ACCX), ACCX-Expert level certification in Aruba's ClearPass Policy Manager solution, , ACCX"
439,Certifications,Aruba Certified Design Expert (ACDX),OTHER CERTIFICATIONS,"ACDX, Aruba Design Expert, Aruba Certified Design Specialist, Aruba Network Design Professional, Certified Aruba Design Engineer, Aruba Wireless Design Expert, ACDX Certification, Aruba Network Architect, Aruba WLAN Design Specialist, Aruba Wireless Network Engineer, , ACDX"
440,Certifications,Aruba Certified Edge Expert (ACEX),OTHER CERTIFICATIONS,"ACEX, Aruba Certified Edge Specialist, Aruba ACE Expert, Aruba Certified Edge Professional, ACEX Certification, Aruba Network Expert (ACEX), ACES - Aruba Certified Edge Specialist, ACES - Aruba Certified Edge Expert, HPE ACEX Certification, Aruba Networking Expert (ACEX), , ACEX"
441,Certifications,Aruba Certified Mobility Expert (ACMX),OTHER CERTIFICATIONS,"ACMX, Aruba Mobility Expert, Certified ACMX, Aruba Certified Mobility Professional, ACMP-ACMX, Aruba Certified Expert in Mobility, Aruba Network Mobility Expert, ACMX Certification, Aruba Wireless Expert, ACMP+ACMX., , ACMX"
442,Certifications,Aruba Certified ClearPass Professional (ACCP),OTHER CERTIFICATIONS,"Aruba ClearPass Professional, ACCP Certification, Aruba Certified ClearPass Expert, AC ClearPass Professional, Aruba Network Certified ClearPass Professional, Aruba ACCP Exam, Certified ClearPass Specialist, Aruba CPP Certification, AC ClearPass Expert, Aruba Wireless Access Control Professional, , ACCP"
443,Certifications,Aruba Certified Design Professional (ACDP),OTHER CERTIFICATIONS,"ACDP, Aruba Certified Designer, Aruba Design Professional, ACMP (Aruba Certified Mobility Professional) - Design Track, Aruba Wireless Network Design Certified, Aruba Network Design Expert, Aruba WLAN Design Specialist, ACDX (Aruba Certified Design Expert), HPE6-A71 (Aruba Certified Mobility Professional Exam), ACDS (Aruba Certified Design Specialist), , ACDP"
444,Certifications,Aruba Certified Edge Professional (ACEP),OTHER CERTIFICATIONS,"ACEP, Aruba Certified Edge Specialist, Aruba ACE Professional, Aruba Networking Certification, ACESP, Aruba Edge Expert, ACE Professional Certification, Aruba Edge Technology Certified Professional, Aruba Network Engineer Certificate, ACEP Certification, , ACEP"
445,Certifications,Aruba Certified Mobility Professional (ACMP),OTHER CERTIFICATIONS,"ACMP, Aruba Mobility Professional, Aruba Certified Mobility Expert, ACMP Certification, Aruba Wireless Professional, Certified Mobility Professional (ACMP), ACMP Certified Engineer, Aruba Certified Wireless Engineer, ACMP Designation, Aruba Network Mobility Certification, , ACMP"
446,Certifications,Certified Broadcast Networking Technologist (CBNT),OTHER CERTIFICATIONS,"Broadcast Networking Technologist, CBNT Certification, Certified Broadcast Network Engineer, Broadcasting Network Technology Specialist, Broadcast Networking Professional, CBNT Certified Expert, Certified Broadcast Technologist, CBNT Accreditation, Broadcast Network Technician Certification, Certified Broadcasting Specialist, , CBNT"
447,Certifications,Certified Computer Examiner (CCE),OTHER CERTIFICATIONS,"Certified Forensic Computer Examiner, CCE Certification, Computer Forensics Examiner Certification, Certified Digital Forensics Examiner, CCE Forensic Certification, Certified Computer Forensic Examiner, Certified Computer Evidence Specialist, CCE Exam Credential, Digital Forensics Examiner Certification, Certified Cyber Crime Examiner, , CCE"
448,Certifications,Certified Electronics Technician by the ETA (CET),OTHER CERTIFICATIONS,"CET, Certified Electronics Tech, ETA Certified Technician, Electronics Technician Certification by ETA, Certified CET, ETA CET Certification, Electronics Tech Certified by ETA, CET Certificate Holder, ETA Certified Electronics Technician, CET Credential, , CET"
449,Certifications,Certified Hardware Asset Management Professional (CHAMP),OTHER CERTIFICATIONS,"CHAMP, Hardware Asset Management Professional, Certified HAM Professional, CHAMP Certification, Hardware Asset Management Expert, Certified Asset Management Specialist, Certified Hardware Asset Analyst, CHAMP Designation, Hardware Asset Management Practitioner, Accredited Hardware Asset Manager, , CHAMP"
450,Certifications,Certified Information Systems Auditor (CISA),OTHER CERTIFICATIONS,"CISA, Information Systems Auditor Certification, Certified IS Auditor, CISA Certification, IS Audit Certified Professional, CIS Auditor Accreditation, CISA Certification Program, Certified Information Systems Audit Specialist, CISA Accreditation, Certified IT Auditor, , CISA"
451,Certifications,Certified Information Security Manager (CISM),OTHER CERTIFICATIONS,"CISM, Information Security Manager Certification, Certified IS Manager, CISM Certification, IS Management Certification, Certified Security Manager, CISM Professional, Certified Information Security Manager, CISM Credential, ISM Certification, , CISM"
452,Certifications,Certified Information Systems Security Professional (CISSP),OTHER CERTIFICATIONS,"CISSP, Information Systems Security Professional, Certified Security Specialist, CISSP Certification, Cybersecurity Expert, Certified Security Professional, CISSP Credential, Certified InfoSec Professional, CISSP Certification Holder, Cybersecurity Specialist, , CISSP"
453,Certifications,Certified Information Technology Asset Manager (CITAM),OTHER CERTIFICATIONS,"ITAM Certification, Certified IT Asset Manager, IT Asset Management Certification, CITAM Certification, Information Technology Asset Manager Certification, Certified Asset Manager (IT), CITAM Accreditation, ITAM Professional Certification, Certified ITAM Specialist, CITAM Credential., , CITAM"
454,Certifications,Certified Internet Webmaster (CIW),OTHER CERTIFICATIONS,"CIW Certification, Webmaster Certification, Certified Web Developer, CIW Web Design Specialist, Internet Webmaster Certification, CIW Certified Professional, CIW Website Manager, Certified Internet Specialist (CIW), CIW Master Designer, CIW Advanced HTML5 & CSS3 Specialist, , CIW"
455,Certifications,Certified Software Asset Manager (CSAM),OTHER CERTIFICATIONS,"Certified SAM, Software Asset Management Certification, CSAM Certified Professional, Certified SAM Specialist, CSAM Practitioner, Software Asset Manager Certification, Certified Software Asset Management Expert, CSAM Accreditation, Certified SAM Analyst, CSAM Qualified Professional, , CSAM"
456,Certifications,Certified Software Developer Program (CSDP),OTHER CERTIFICATIONS,"Certified Software Developer, CSD Program, Software Developer Certification, Certified Developer Program, CSD Professional, Certified Programmer, Software Development Certification, CSDP Accreditation, Certified Software Engineer Program (CSEP), Certified Application Developer., , CSDP"
457,Certifications,Certified Software Tester (CSTE),OTHER CERTIFICATIONS,"Software Testing Certification, CSTE Certification, Certified Tester (CSTE), CSTE Software Tester, Certified Software Testing Professional, CSTE Accreditation, CSTE Exam Passer, Certified Quality Assurance Specialist (CQAS), Software Quality Control Certification, CSTE Testing Expert, , CSTE"
458,Certifications,Help Desk Institute (HDI),OTHER CERTIFICATIONS,"HDI Certification, HDI Support Center Analyst, HDI Desktop Support Technician, Help Desk Institute Certification, HDI Technical Support Professional, HDI Service Desk Manager, HDI Customer Service Representative, HDI ITIL Foundation Certified, Helpdesk Institute Certification, HDI Certified Support Center Analyst, , HDI"
459,Certifications,Internet and Computing Core Certification (IC3),OTHER CERTIFICATIONS,"IC3 Certification, IC3 Computing Core Certification, Internet and Computing Core Cert, IC³ Certification, IC^3 Certification, Internet & Computing Core Certified, IC-3 Certification, IC three Certification, ICCC Certification, , IC3"
460,Certifications,Certified Data Privacy Solutions Engineer (CDPSE),OTHER CERTIFICATIONS,"CDPSE, Data Privacy Solutions Engineer, Certified Privacy Engineer, CDPSE Certification, Data Privacy Specialist, Certified Solutions Engineer (CDPSE), Privacy Solutions Engineer, Certified Data Privacy Professional, CDPSE Accreditation, Data Protection Engineer, , CDPSE"
461,Certifications,ITIL 4 Foundation Level Certification,OTHER CERTIFICATIONS,"ITIL 4 Foundation, ITIL v4 Foundation, ITIL Certification Level 1, ITIL Basic Certification, IT Service Management Foundation Certification, IT Infrastructure Library Foundation Level Certificate, ITIL Version 4 Foundation Exam, ITSM Foundation Certificate in ITIL 4, ITIL Framework Foundations Certification, Certified in ITIL 4 Foundation, , "
462,Certifications,"Certified Cloud Security Professional (CCSP)
",OTHER CERTIFICATIONS,"CCSP, Cloud Security Professional, Certified Cloud Security Expert, CCSP Certification, Cloud Security Specialist, Certified Cloud Security Practitioner, Cloud Security Professional Certification, CCSP Exam, Certified Cloud Security Specialist, CCSP Training, , CCSP"
463,Certifications,Certified Data Professional (CDP),OTHER CERTIFICATIONS,"CDP, Certified Data Professional, Data Management Certification, Data Professional Certification, Certified Data Specialist, Data Governance Certification, Certified Data Analyst, Certified Database Administrator, CDP Credential, Certified Data Scientist, , CDP"
464,Certifications,Certified Ethical Hacker (CEH),OTHER CERTIFICATIONS,"CEH, Ethical Hacking Certification, Certified Hacker, CEH Certification, Ethical Hacker Certified, CEH Professional, Certified White Hat Hacker, EC-Council CEH, Ethical Hacking Expert, CEH Accreditation, , CEH"
465,Certifications,Certified in Risk and Information Systems Control (CRISC),OTHER CERTIFICATIONS,"CRISC, Risk and Information Systems Control Certification, CRISC Certified, Certified in Risk Management of Information Systems, CRISC Practitioner, ISACA CRISC Certification, CRISC Exam Qualified, Risk and Control Professional (RCP), Information Systems Risk Control Specialist, CRISC Accredited, , CRISC"
466,Certifications,VMware Certified Professional – Data Center Virtualization 2022 (VCP-DCV 2022),OTHER CERTIFICATIONS,"VCP-DCV 2022, VMware Certified Professional - DCV 2022, VMware DCV Certified Professional, VCP Data Center Virtualization 2022, VMware Data Center Virtualization Expert, VCP-DCV Certification 2022, VMware DCV Professional Certification, VMware Certified Data Center Virtualization Specialist, VCP-DCV 22 Certification, VMware DCV Virtualization Engineer, , VCP-DCV 2022"
